target,backend,avg_ms,p50_ms,p95_ms,p99_ms,min_ms,max_ms,stddev_ms,fps,duplicate_pct,fresh_fps
region:1280:720:1280:720,wgc,11.759906,14.889300,16.084600,16.331200,0.359500,17.018500,4.920586,85.034694,82.500,14.881071
