target,backend,avg_ms,p50_ms,p95_ms,p99_ms,min_ms,max_ms,stddev_ms,fps,duplicate_pct,fresh_fps
region:1280:720:1280:720,dxgi,6.025253,2.634000,20.553400,51.050300,0.064500,137.375200,10.715093,165.968121,98.333,2.766135
