target,backend,avg_ms,p50_ms,p95_ms,p99_ms,min_ms,max_ms,stddev_ms,fps
region:1280:720:1280:720,dxgi,19.841268,12.514600,62.969800,189.595700,6.327200,640.649100,38.226538,50.400004
