target,backend,avg_ms,p50_ms,p95_ms,p99_ms,min_ms,max_ms,stddev_ms,fps
primary-monitor,dxgi,18.720698,7.011800,41.846700,414.502100,5.320400,562.550000,59.595071,53.416812
