target,backend,avg_ms,p50_ms,p95_ms,p99_ms,min_ms,max_ms,stddev_ms,fps
primary-monitor,dxgi,7.792119,6.993200,13.540200,14.826700,5.655300,17.770200,2.145132,128.334803
