target,backend,avg_ms,p50_ms,p95_ms,p99_ms,min_ms,max_ms,stddev_ms,fps,duplicate_pct,fresh_fps
region:632:316:1296:759,dxgi,5.694956,2.018000,35.015900,47.976800,0.062300,83.602900,9.938304,175.593995,96.635,5.909413
