target,backend,avg_ms,p50_ms,p95_ms,p99_ms,min_ms,max_ms,stddev_ms,fps
window:0000000000140e78,dxgi,17.669019,14.712300,19.495300,78.182700,13.574600,423.335000,23.507336,56.596237
