target,backend,avg_ms,p50_ms,p95_ms,p99_ms,min_ms,max_ms,stddev_ms,fps
region:1280:720:1280:720,dxgi,6.041321,1.950200,16.298100,76.659200,0.956800,90.881200,13.088075,165.526712
