target,backend,avg_ms,p50_ms,p95_ms,p99_ms,min_ms,max_ms,stddev_ms,fps
primary-monitor,dxgi,8.158784,7.076400,12.813600,13.703000,5.320300,15.919900,2.278158,122.567286
