target,backend,avg_ms,p50_ms,p95_ms,p99_ms,min_ms,max_ms,stddev_ms,fps
region:1280:720:1280:720,wgc,14.537865,15.439900,17.486400,21.144300,0.196900,22.520700,3.578378,68.785891
